sid,day,month,year,streams
3QwBODjSEzelZyVjxPOHdq,15,3,2017,923661
1a5Yu5L18qNxVhXx38njON,15,3,2017,917078
1PSBzsahR2AKwLJgx8ehBj,15,3,2017,911932
5Ua3GXyHwiSfpNTMjq6m2z,15,3,2017,899703
0hNduWmlWmEmuwEFcYvRu1,15,3,2017,888422
6DNtNfH8hXkqOX1sjqmI7p,15,3,2017,879904
6mapJIPnQ23RTAevUoE0DL,15,3,2017,872023
7mldq42yDuxiUNn08nvzHO,15,3,2017,859558
4pLwZjInHj3SimIyN9SnOz,15,3,2017,858653
6Nle9hKrkL1wQpwNfEkxjh,15,3,2017,831375
6JV2JOEocMgcZxYSZelKcc,15,3,2017,817707
1cG0umU5TKStygKsPFZ9pY,15,3,2017,816502
4okba5wu9mMLXx79DXLKi3,15,3,2017,813387
6fujklziTHa8uoM5OQSfIo,15,3,2017,800748
1vvNmPOiUuyCbgWmtc6yfm,15,3,2017,780867
0QsvXIfqM0zZoerQfsI9lm,15,3,2017,780276
4TZy1wLyHec06pwgFYDh1a,15,3,2017,777750
4Hf7WnR761jpxPr5D46Bcd,15,3,2017,775160
4vb4mFvYsr2h6enhjJsq9Y,15,3,2017,767712
6rQSrBHf7HlZjtcMZ4S4bO,15,3,2017,755219
0WCEaydwN65cvwaW8aqptF,15,3,2017,747160
0pSBuHjILhNEo55xK1zrRt,15,3,2017,746577
6i0V12jOa3mr6uu4WYhUBr,15,3,2017,742654
3kxfsdsCpFgN412fpnW85Y,15,3,2017,742311
7abpmGpF7PGep2rDU68GBR,15,3,2017,741826
5q2JbCNi4FcnglgPfxcV65,15,3,2017,725399
6fxVffaTuwjgEk5h9QyRjy,15,3,2017,725213
58zsLZPvfflaiIbNWoA22O,15,3,2017,719673
4ARPvK8DHLwt4oX65ZAFMw,15,3,2017,716331
7qiZfU4dY1lWllzX7mPBI3,16,3,2017,7668500
3eR23VReFzcdmS7TYCrhCe,16,3,2017,4380000
0afhq8XCExXpqazXczTSve,16,3,2017,4114570
6RUKPb4LETWmmr3iAEQktW,16,3,2017,4080722
4aWmUDTfIPGksMNLV2rQP2,16,3,2017,3376905
3NdDpSvN911VPGivFlV5d0,16,3,2017,3373566
72jbDTw1piOOj770jWNeaG,16,3,2017,3197664
6PCUP3dWmTjcTtXY02oFdT,16,3,2017,3191797
0KKkJNfGyhkQ5aFogxQAPU,16,3,2017,3143060
0dA2Mk56wEzDgegdC6R17g,16,3,2017,3102956
3ebXMykcMXOcLeJ9xZ17XH,16,3,2017,2896442
1sXUWdKx03aP9Gmzft58rt,16,3,2017,2748430
6520aj0B4FSKGVuKNsOCOi,16,3,2017,2645807
3rOSwuTsUlJp0Pu0MkN8r8,16,3,2017,2509896
7tr2za8SQg2CI8EDgrdtNl,16,3,2017,2499706
0tgVpDi06FyKpA1z0VMD4v,16,3,2017,2443420
5GXAXm5YOmYT0kL5jHvYBt,16,3,2017,2326346
5NNlUMcOEOdoOIwwaWXv0k,16,3,2017,2315191
2RttW7RAu5nOAfq6YFvApB,16,3,2017,2300431
5knuzwU65gJK7IF5yJsuaW,16,3,2017,2256466
0CcQNd8CINkwQfe1RDtGV6,16,3,2017,2236926
0gbBzIqrECJOEPvQJIBFs5,16,3,2017,2132154
5uCax9HTNlzGybIStD3vDh,16,3,2017,2096300
51ChrwmUPDJvedPQnIU8Ls,16,3,2017,2081074
78rIJddV4X0HkNAInEcYde,16,3,2017,2064697
2EEeOnHehOozLq4aS0n6SL,16,3,2017,1948308
5HDPtsnyb3maFmPL8LLUTG,16,3,2017,1932705
7BKLCZ1jbUBVqRi2FVlTVw,16,3,2017,1910165
00lNx0OcTJrS3MKHcB80HY,16,3,2017,1909522
5aAx2yezTd8zXrkmtKl66Z,16,3,2017,1842061
2pJZ1v8HezrAoZ0Fhzby92,16,3,2017,1813189
0fg8CqpjdojMyXLNzM2PaJ,16,3,2017,1785837
5hYTyyh2odQKphUbMqc5gN,16,3,2017,1781960
6HUnnBwYZqcED1eQztxMBN,16,3,2017,1682167
4Km5HrUvYTaSUfiSGPJeQR,16,3,2017,1607532
6mICuAdrwEjh6Y6lroV2Kg,16,3,2017,1606454
1CnPYaKxTVb4LWOtiGOm0m,16,3,2017,1534625
3Lfiu5sZ4M4B6JaKMBc0FU,16,3,2017,1529995
3E2Zh20GDCR9B1EYjfXWyv,16,3,2017,1523682
7nKBxz47S9SD79N086fuhn,16,3,2017,1521002
1yNyoWWWikbLhwIGWjZuDW,16,3,2017,1514641
4VuS959DSpr82t3qBqCrWG,16,3,2017,1505663
3a1lNhkSLSkpJE4MSHpDu9,16,3,2017,1502053
6PJ8FF6UR8FZXfEvpHkIVN,16,3,2017,1483657
3umS4y3uQDkqekNjVpiRUs,16,3,2017,1455562
3EmmCZoqpWOTY1g2GBwJoR,16,3,2017,1420975
0SGkqnVQo9KPytSri1H6cF,16,3,2017,1403074
4Q3N4Ct4zCuIHuZ65E3BD4,16,3,2017,1395662
35QZaWQRkmnAVqBF1TLCxQ,16,3,2017,1347590
2dfHh7ECGxfNqZTQno09Vk,16,3,2017,1293057
4pdPtRcBmOSQDlJ3Fk945m,16,3,2017,1284491
7oolFzHipTMg2nL7shhdz2,16,3,2017,1200276
0FuTx2s3YH1ppmtiM6l0zI,16,3,2017,1192973
6b8Be6ljOzmkOmFslEb23P,16,3,2017,1182089
2Ce5IyMlVRVvN997ZJjJJA,16,3,2017,1177435
343YBumqHu19cGoGARUTsd,16,3,2017,1166742
152lZdxL1OR0ZMW6KquMif,16,3,2017,1137439
1xznGGDReH1oQq0xzbwXa3,16,3,2017,1116007
6kex4EBAj0WHXDKZMEJaaF,16,3,2017,1106154
3AEZUABDXNtecAOSC1qTfo,16,3,2017,1101135
5MFzQMkrl1FOOng9tq6R9r,16,3,2017,1100061
0Zx8khUcEfCFK2AEoIhC92,16,3,2017,1067584
7KOlJ92bu51cltsD9KU5I7,16,3,2017,1056068
6SznMYPQJHzr3IwsAHLId2,16,3,2017,1047357
6De0lHrwBfPfrhorm9q1Xl,16,3,2017,1046829
1qOLh0tI7trd1zdDKxYZTe,16,3,2017,1027808
2aksifNn5ph8igDOkPBA02,16,3,2017,1005245
6TIU9Ehmi6dMzZK73Ym4yj,16,3,2017,992504
1FUViuNSldssMIawrOXF2i,16,3,2017,977752
3QwBODjSEzelZyVjxPOHdq,16,3,2017,955563
7KcGEssn7BnJdTgildK5y0,16,3,2017,942913
1a5Yu5L18qNxVhXx38njON,16,3,2017,934360
04DwTuZ2VBdJCCC5TROn7L,16,3,2017,925986
1PSBzsahR2AKwLJgx8ehBj,16,3,2017,901877
0hNduWmlWmEmuwEFcYvRu1,16,3,2017,895546
5Ua3GXyHwiSfpNTMjq6m2z,16,3,2017,883968
7mldq42yDuxiUNn08nvzHO,16,3,2017,878758
6DNtNfH8hXkqOX1sjqmI7p,16,3,2017,876066
4pLwZjInHj3SimIyN9SnOz,16,3,2017,860764
6mapJIPnQ23RTAevUoE0DL,16,3,2017,856775
4okba5wu9mMLXx79DXLKi3,16,3,2017,825830
6JV2JOEocMgcZxYSZelKcc,16,3,2017,824516
1cG0umU5TKStygKsPFZ9pY,16,3,2017,811662
6fujklziTHa8uoM5OQSfIo,16,3,2017,794755
0QsvXIfqM0zZoerQfsI9lm,16,3,2017,789817
6Nle9hKrkL1wQpwNfEkxjh,16,3,2017,789170
1vvNmPOiUuyCbgWmtc6yfm,16,3,2017,780484
4Hf7WnR761jpxPr5D46Bcd,16,3,2017,772342
0WCEaydwN65cvwaW8aqptF,16,3,2017,768918
7abpmGpF7PGep2rDU68GBR,16,3,2017,768679
6rQSrBHf7HlZjtcMZ4S4bO,16,3,2017,765510
4TZy1wLyHec06pwgFYDh1a,16,3,2017,757137
6i0V12jOa3mr6uu4WYhUBr,16,3,2017,742521
0pSBuHjILhNEo55xK1zrRt,16,3,2017,741531
5q2JbCNi4FcnglgPfxcV65,16,3,2017,738798
3kxfsdsCpFgN412fpnW85Y,16,3,2017,736949
17Fd6Yb7mSbinKG8LoWfFl,16,3,2017,715138
7DM4BPaS7uofFul3ywMe46,16,3,2017,712727
58zsLZPvfflaiIbNWoA22O,16,3,2017,712255
6A8dnC0xkiuWN4BshmTB2I,16,3,2017,711809
7qiZfU4dY1lWllzX7mPBI3,17,3,2017,7889417
3eR23VReFzcdmS7TYCrhCe,17,3,2017,4373847
0afhq8XCExXpqazXczTSve,17,3,2017,4263532
6RUKPb4LETWmmr3iAEQktW,17,3,2017,4111140
4aWmUDTfIPGksMNLV2rQP2,17,3,2017,3638055
3NdDpSvN911VPGivFlV5d0,17,3,2017,3394281
72jbDTw1piOOj770jWNeaG,17,3,2017,3253506
0KKkJNfGyhkQ5aFogxQAPU,17,3,2017,3187815
6PCUP3dWmTjcTtXY02oFdT,17,3,2017,3162767
0dA2Mk56wEzDgegdC6R17g,17,3,2017,3138240
3ebXMykcMXOcLeJ9xZ17XH,17,3,2017,2908790
1sXUWdKx03aP9Gmzft58rt,17,3,2017,2719495
6520aj0B4FSKGVuKNsOCOi,17,3,2017,2647077
3rOSwuTsUlJp0Pu0MkN8r8,17,3,2017,2639116
7tr2za8SQg2CI8EDgrdtNl,17,3,2017,2489733
5GXAXm5YOmYT0kL5jHvYBt,17,3,2017,2439632
5knuzwU65gJK7IF5yJsuaW,17,3,2017,2393536
0tgVpDi06FyKpA1z0VMD4v,17,3,2017,2376663
5NNlUMcOEOdoOIwwaWXv0k,17,3,2017,2284819
2RttW7RAu5nOAfq6YFvApB,17,3,2017,2220692
0CcQNd8CINkwQfe1RDtGV6,17,3,2017,2211678
78rIJddV4X0HkNAInEcYde,17,3,2017,2122777
5uCax9HTNlzGybIStD3vDh,17,3,2017,2081076
2EEeOnHehOozLq4aS0n6SL,17,3,2017,2015990
00lNx0OcTJrS3MKHcB80HY,17,3,2017,2005328
51ChrwmUPDJvedPQnIU8Ls,17,3,2017,2000458
0gbBzIqrECJOEPvQJIBFs5,17,3,2017,1989938
7BKLCZ1jbUBVqRi2FVlTVw,17,3,2017,1975905
5aAx2yezTd8zXrkmtKl66Z,17,3,2017,1943476
5HDPtsnyb3maFmPL8LLUTG,17,3,2017,1860743
0fg8CqpjdojMyXLNzM2PaJ,17,3,2017,1820981
5hYTyyh2odQKphUbMqc5gN,17,3,2017,1766410
2pJZ1v8HezrAoZ0Fhzby92,17,3,2017,1757705
4Km5HrUvYTaSUfiSGPJeQR,17,3,2017,1720624
6HUnnBwYZqcED1eQztxMBN,17,3,2017,1714546
6mICuAdrwEjh6Y6lroV2Kg,17,3,2017,1697362
7nKBxz47S9SD79N086fuhn,17,3,2017,1612022
3umS4y3uQDkqekNjVpiRUs,17,3,2017,1543538
3E2Zh20GDCR9B1EYjfXWyv,17,3,2017,1540915
3a1lNhkSLSkpJE4MSHpDu9,17,3,2017,1521586
1CnPYaKxTVb4LWOtiGOm0m,17,3,2017,1518505
1yNyoWWWikbLhwIGWjZuDW,17,3,2017,1506782
4Q3N4Ct4zCuIHuZ65E3BD4,17,3,2017,1498340
3Lfiu5sZ4M4B6JaKMBc0FU,17,3,2017,1481354
0SGkqnVQo9KPytSri1H6cF,17,3,2017,1442253
4VuS959DSpr82t3qBqCrWG,17,3,2017,1431858
6PJ8FF6UR8FZXfEvpHkIVN,17,3,2017,1412674
3EmmCZoqpWOTY1g2GBwJoR,17,3,2017,1404642
35QZaWQRkmnAVqBF1TLCxQ,17,3,2017,1371456
1x5sYLZiu9r5E43kMlt9f8,17,3,2017,1350903
4pdPtRcBmOSQDlJ3Fk945m,17,3,2017,1331475
6b8Be6ljOzmkOmFslEb23P,17,3,2017,1248986
2dfHh7ECGxfNqZTQno09Vk,17,3,2017,1233310
343YBumqHu19cGoGARUTsd,17,3,2017,1200459
1xznGGDReH1oQq0xzbwXa3,17,3,2017,1179269
0FuTx2s3YH1ppmtiM6l0zI,17,3,2017,1177240
3AEZUABDXNtecAOSC1qTfo,17,3,2017,1175657
2Ce5IyMlVRVvN997ZJjJJA,17,3,2017,1172056
6kex4EBAj0WHXDKZMEJaaF,17,3,2017,1150276
6De0lHrwBfPfrhorm9q1Xl,17,3,2017,1147345
5MFzQMkrl1FOOng9tq6R9r,17,3,2017,1143009
152lZdxL1OR0ZMW6KquMif,17,3,2017,1133210
7oolFzHipTMg2nL7shhdz2,17,3,2017,1123995
7KOlJ92bu51cltsD9KU5I7,17,3,2017,1120297
0Zx8khUcEfCFK2AEoIhC92,17,3,2017,1049331
1qOLh0tI7trd1zdDKxYZTe,17,3,2017,1035754
3QwBODjSEzelZyVjxPOHdq,17,3,2017,1023737
2aksifNn5ph8igDOkPBA02,17,3,2017,1018048
6SznMYPQJHzr3IwsAHLId2,17,3,2017,1008406
1FUViuNSldssMIawrOXF2i,17,3,2017,973756
6TIU9Ehmi6dMzZK73Ym4yj,17,3,2017,954859
04DwTuZ2VBdJCCC5TROn7L,17,3,2017,951578
1a5Yu5L18qNxVhXx38njON,17,3,2017,943009
6DNtNfH8hXkqOX1sjqmI7p,17,3,2017,908905
6Nle9hKrkL1wQpwNfEkxjh,17,3,2017,902209
1PSBzsahR2AKwLJgx8ehBj,17,3,2017,896397
6mapJIPnQ23RTAevUoE0DL,17,3,2017,895535
4pLwZjInHj3SimIyN9SnOz,17,3,2017,887846
7KcGEssn7BnJdTgildK5y0,17,3,2017,885276
5Ua3GXyHwiSfpNTMjq6m2z,17,3,2017,881626
7mldq42yDuxiUNn08nvzHO,17,3,2017,880827
4okba5wu9mMLXx79DXLKi3,17,3,2017,876109
6JV2JOEocMgcZxYSZelKcc,17,3,2017,872384
0hNduWmlWmEmuwEFcYvRu1,17,3,2017,862898
1vvNmPOiUuyCbgWmtc6yfm,17,3,2017,837055
4Q4jmPHwu0wrJvqrld0FQ6,17,3,2017,835434
6fujklziTHa8uoM5OQSfIo,17,3,2017,834320
0QsvXIfqM0zZoerQfsI9lm,17,3,2017,831334
7abpmGpF7PGep2rDU68GBR,17,3,2017,815074
1cG0umU5TKStygKsPFZ9pY,17,3,2017,807958
6rQSrBHf7HlZjtcMZ4S4bO,17,3,2017,805894
4Hf7WnR761jpxPr5D46Bcd,17,3,2017,786552
5q2JbCNi4FcnglgPfxcV65,17,3,2017,783904
6i0V12jOa3mr6uu4WYhUBr,17,3,2017,783483
17Fd6Yb7mSbinKG8LoWfFl,17,3,2017,765235
4TZy1wLyHec06pwgFYDh1a,17,3,2017,761196
7DM4BPaS7uofFul3ywMe46,17,3,2017,760019
0Fv5N0cHBsl4bzCbollCAS,17,3,2017,747979
5hEM0JchdVzQ5PwvSfITeX,17,3,2017,745301
0pSBuHjILhNEo55xK1zrRt,17,3,2017,744838
7qiZfU4dY1lWllzX7mPBI3,18,3,2017,7765409
3eR23VReFzcdmS7TYCrhCe,18,3,2017,4213104
6RUKPb4LETWmmr3iAEQktW,18,3,2017,3989872
0afhq8XCExXpqazXczTSve,18,3,2017,3917924
4aWmUDTfIPGksMNLV2rQP2,18,3,2017,3773816
3NdDpSvN911VPGivFlV5d0,18,3,2017,3278268
72jbDTw1piOOj770jWNeaG,18,3,2017,3189737
0KKkJNfGyhkQ5aFogxQAPU,18,3,2017,3144263
0dA2Mk56wEzDgegdC6R17g,18,3,2017,3086280
6PCUP3dWmTjcTtXY02oFdT,18,3,2017,2982578
3ebXMykcMXOcLeJ9xZ17XH,18,3,2017,2827816
1sXUWdKx03aP9Gmzft58rt,18,3,2017,2626494
6520aj0B4FSKGVuKNsOCOi,18,3,2017,2587023
3rOSwuTsUlJp0Pu0MkN8r8,18,3,2017,2496112
7tr2za8SQg2CI8EDgrdtNl,18,3,2017,2412986
5knuzwU65gJK7IF5yJsuaW,18,3,2017,2362840
5GXAXm5YOmYT0kL5jHvYBt,18,3,2017,2358240
5NNlUMcOEOdoOIwwaWXv0k,18,3,2017,2221240
0tgVpDi06FyKpA1z0VMD4v,18,3,2017,2162927
0CcQNd8CINkwQfe1RDtGV6,18,3,2017,2133366
78rIJddV4X0HkNAInEcYde,18,3,2017,2075344
00lNx0OcTJrS3MKHcB80HY,18,3,2017,2052979
2RttW7RAu5nOAfq6YFvApB,18,3,2017,2026433
2EEeOnHehOozLq4aS0n6SL,18,3,2017,1985663
5uCax9HTNlzGybIStD3vDh,18,3,2017,1961211
7BKLCZ1jbUBVqRi2FVlTVw,18,3,2017,1917618
5aAx2yezTd8zXrkmtKl66Z,18,3,2017,1861360
0gbBzIqrECJOEPvQJIBFs5,18,3,2017,1852023
51ChrwmUPDJvedPQnIU8Ls,18,3,2017,1786486
0fg8CqpjdojMyXLNzM2PaJ,18,3,2017,1758127
5hYTyyh2odQKphUbMqc5gN,18,3,2017,1731268
6mICuAdrwEjh6Y6lroV2Kg,18,3,2017,1725568
4Km5HrUvYTaSUfiSGPJeQR,18,3,2017,1708991
6HUnnBwYZqcED1eQztxMBN,18,3,2017,1674787
5HDPtsnyb3maFmPL8LLUTG,18,3,2017,1665110
7nKBxz47S9SD79N086fuhn,18,3,2017,1664200
3umS4y3uQDkqekNjVpiRUs,18,3,2017,1583961
2pJZ1v8HezrAoZ0Fhzby92,18,3,2017,1566526
3E2Zh20GDCR9B1EYjfXWyv,18,3,2017,1503426
1yNyoWWWikbLhwIGWjZuDW,18,3,2017,1489275
1CnPYaKxTVb4LWOtiGOm0m,18,3,2017,1483031
4Q3N4Ct4zCuIHuZ65E3BD4,18,3,2017,1460213
3a1lNhkSLSkpJE4MSHpDu9,18,3,2017,1452322
0SGkqnVQo9KPytSri1H6cF,18,3,2017,1386500
3EmmCZoqpWOTY1g2GBwJoR,18,3,2017,1367582
3Lfiu5sZ4M4B6JaKMBc0FU,18,3,2017,1332244
4pdPtRcBmOSQDlJ3Fk945m,18,3,2017,1305509
4VuS959DSpr82t3qBqCrWG,18,3,2017,1287468
6PJ8FF6UR8FZXfEvpHkIVN,18,3,2017,1273481
6b8Be6ljOzmkOmFslEb23P,18,3,2017,1250085
1x5sYLZiu9r5E43kMlt9f8,18,3,2017,1247041
343YBumqHu19cGoGARUTsd,18,3,2017,1226598
3AEZUABDXNtecAOSC1qTfo,18,3,2017,1225105
6kex4EBAj0WHXDKZMEJaaF,18,3,2017,1210727
35QZaWQRkmnAVqBF1TLCxQ,18,3,2017,1196677
0FuTx2s3YH1ppmtiM6l0zI,18,3,2017,1193781
6De0lHrwBfPfrhorm9q1Xl,18,3,2017,1187779
1xznGGDReH1oQq0xzbwXa3,18,3,2017,1182716
2Ce5IyMlVRVvN997ZJjJJA,18,3,2017,1117701
5MFzQMkrl1FOOng9tq6R9r,18,3,2017,1102709
7KOlJ92bu51cltsD9KU5I7,18,3,2017,1091444
152lZdxL1OR0ZMW6KquMif,18,3,2017,1088205
3QwBODjSEzelZyVjxPOHdq,18,3,2017,1046304
2dfHh7ECGxfNqZTQno09Vk,18,3,2017,1037962
0Zx8khUcEfCFK2AEoIhC92,18,3,2017,998655
2aksifNn5ph8igDOkPBA02,18,3,2017,987339
7oolFzHipTMg2nL7shhdz2,18,3,2017,986046
1qOLh0tI7trd1zdDKxYZTe,18,3,2017,980182
1a5Yu5L18qNxVhXx38njON,18,3,2017,950154
4okba5wu9mMLXx79DXLKi3,18,3,2017,908389
6SznMYPQJHzr3IwsAHLId2,18,3,2017,905584
1FUViuNSldssMIawrOXF2i,18,3,2017,905103
04DwTuZ2VBdJCCC5TROn7L,18,3,2017,899631
6DNtNfH8hXkqOX1sjqmI7p,18,3,2017,885722
6JV2JOEocMgcZxYSZelKcc,18,3,2017,882577
0hNduWmlWmEmuwEFcYvRu1,18,3,2017,881953
5Ua3GXyHwiSfpNTMjq6m2z,18,3,2017,875318
6mapJIPnQ23RTAevUoE0DL,18,3,2017,873804
7abpmGpF7PGep2rDU68GBR,18,3,2017,872398
7KcGEssn7BnJdTgildK5y0,18,3,2017,863099
4pLwZjInHj3SimIyN9SnOz,18,3,2017,859264
1PSBzsahR2AKwLJgx8ehBj,18,3,2017,855899
6TIU9Ehmi6dMzZK73Ym4yj,18,3,2017,851330
7mldq42yDuxiUNn08nvzHO,18,3,2017,827164
6rQSrBHf7HlZjtcMZ4S4bO,18,3,2017,824853
0QsvXIfqM0zZoerQfsI9lm,18,3,2017,816552
6fujklziTHa8uoM5OQSfIo,18,3,2017,815613
1vvNmPOiUuyCbgWmtc6yfm,18,3,2017,807376
5q2JbCNi4FcnglgPfxcV65,18,3,2017,797400
1cG0umU5TKStygKsPFZ9pY,18,3,2017,782542
6i0V12jOa3mr6uu4WYhUBr,18,3,2017,778332
7DM4BPaS7uofFul3ywMe46,18,3,2017,775805
4Hf7WnR761jpxPr5D46Bcd,18,3,2017,771727
6stYbAJgTszHAHZMPxWWCY,18,3,2017,767733
5hEM0JchdVzQ5PwvSfITeX,18,3,2017,761597
6qDF4wWL49CAVbgT7yuHl8,18,3,2017,753811
58zsLZPvfflaiIbNWoA22O,18,3,2017,745821
4TZy1wLyHec06pwgFYDh1a,18,3,2017,744784
4Q4jmPHwu0wrJvqrld0FQ6,18,3,2017,741688
17Fd6Yb7mSbinKG8LoWfFl,18,3,2017,740523
7qiZfU4dY1lWllzX7mPBI3,19,3,2017,6791017
7hDc8b7IXETo14hHIHdnhd,19,3,2017,4285731
05KOgYg8PGeJyyWBPi5ja8,19,3,2017,4115145
3eR23VReFzcdmS7TYCrhCe,19,3,2017,3706615
2bjwRfXMk4uRgOD9IBYl9h,19,3,2017,3620000
6CfrYuD3YRDYdYvH9jNtXY,19,3,2017,3607422
6RUKPb4LETWmmr3iAEQktW,19,3,2017,3561983
0afhq8XCExXpqazXczTSve,19,3,2017,3507056
4aWmUDTfIPGksMNLV2rQP2,19,3,2017,3212490
2XlHu0HcujBCkWMdIAvrqt,19,3,2017,3121942
7y6c07pgjZvtHI9kuMVqk1,19,3,2017,3043628
6UjfByV1lDLW0SOVQA4NAi,19,3,2017,3011941
3NdDpSvN911VPGivFlV5d0,19,3,2017,2914386
13e6f8t7RKXuxZ0JdaaJRG,19,3,2017,2906812
0KKkJNfGyhkQ5aFogxQAPU,19,3,2017,2845211
0xl1w2q4VLojeXp4JfazPL,19,3,2017,2837218
76gUmNLXGQVOsGhfcshkFP,19,3,2017,2821881
0dA2Mk56wEzDgegdC6R17g,19,3,2017,2814531
2jTujnt0y344ai1rNOywgr,19,3,2017,2810667
72jbDTw1piOOj770jWNeaG,19,3,2017,2790260
2fkeWbM6iqTw7oGHTYm2lw,19,3,2017,2720007
6PCUP3dWmTjcTtXY02oFdT,19,3,2017,2704211
6n3HGiq4v35D6eFOSwqYuo,19,3,2017,2550586
343YBumqHu19cGoGARUTsd,19,3,2017,2533331
3ebXMykcMXOcLeJ9xZ17XH,19,3,2017,2443647
28irpKCCK9nn9DZSik2zEx,19,3,2017,2412066
1sXUWdKx03aP9Gmzft58rt,19,3,2017,2393050
2dfqS3MRtbLZSZA1IL8xY5,19,3,2017,2351746
6MbH1QiphMCPTqVEVC7UYi,19,3,2017,2262103
2Na0z2gfN67Rzf0vp74Wi3,19,3,2017,2220075
6520aj0B4FSKGVuKNsOCOi,19,3,2017,2212279
5f5r2N4Lp9WoULWPH9zp2W,19,3,2017,2163680
3rOSwuTsUlJp0Pu0MkN8r8,19,3,2017,2155968
7tr2za8SQg2CI8EDgrdtNl,19,3,2017,2135296
5JUu0unA8VwhTZ9LkMWUVI,19,3,2017,2036093
5knuzwU65gJK7IF5yJsuaW,19,3,2017,2033448
5GXAXm5YOmYT0kL5jHvYBt,19,3,2017,2032308
0tgVpDi06FyKpA1z0VMD4v,19,3,2017,2030429
5NNlUMcOEOdoOIwwaWXv0k,19,3,2017,1980223
2KvHC9z14GSl4YpkNMX384,19,3,2017,1974759
7bJ4mu7MHa3rHiNyKjOoSl,19,3,2017,1930138
0CcQNd8CINkwQfe1RDtGV6,19,3,2017,1914512
2RttW7RAu5nOAfq6YFvApB,19,3,2017,1892955
5uCax9HTNlzGybIStD3vDh,19,3,2017,1868347
2EEeOnHehOozLq4aS0n6SL,19,3,2017,1795066
78rIJddV4X0HkNAInEcYde,19,3,2017,1791343
00lNx0OcTJrS3MKHcB80HY,19,3,2017,1760259
7BKLCZ1jbUBVqRi2FVlTVw,19,3,2017,1721154
51ChrwmUPDJvedPQnIU8Ls,19,3,2017,1667221
0gbBzIqrECJOEPvQJIBFs5,19,3,2017,1647481
5aAx2yezTd8zXrkmtKl66Z,19,3,2017,1617281
5hYTyyh2odQKphUbMqc5gN,19,3,2017,1610102
5HDPtsnyb3maFmPL8LLUTG,19,3,2017,1522307
0fg8CqpjdojMyXLNzM2PaJ,19,3,2017,1487039
6HUnnBwYZqcED1eQztxMBN,19,3,2017,1462506
6mICuAdrwEjh6Y6lroV2Kg,19,3,2017,1459155
2pJZ1v8HezrAoZ0Fhzby92,19,3,2017,1442411
4Km5HrUvYTaSUfiSGPJeQR,19,3,2017,1421866
7nKBxz47S9SD79N086fuhn,19,3,2017,1397883
1CnPYaKxTVb4LWOtiGOm0m,19,3,2017,1358460
1yNyoWWWikbLhwIGWjZuDW,19,3,2017,1340499
3umS4y3uQDkqekNjVpiRUs,19,3,2017,1339205
3E2Zh20GDCR9B1EYjfXWyv,19,3,2017,1327715
3a1lNhkSLSkpJE4MSHpDu9,19,3,2017,1324155
4Q3N4Ct4zCuIHuZ65E3BD4,19,3,2017,1262862
0SGkqnVQo9KPytSri1H6cF,19,3,2017,1238053
4VuS959DSpr82t3qBqCrWG,19,3,2017,1235820
3Lfiu5sZ4M4B6JaKMBc0FU,19,3,2017,1231552
4pdPtRcBmOSQDlJ3Fk945m,19,3,2017,1214182
6PJ8FF6UR8FZXfEvpHkIVN,19,3,2017,1213390
3EmmCZoqpWOTY1g2GBwJoR,19,3,2017,1201101
1xznGGDReH1oQq0xzbwXa3,19,3,2017,1177756
6b8Be6ljOzmkOmFslEb23P,19,3,2017,1157690
1x5sYLZiu9r5E43kMlt9f8,19,3,2017,1092286
6kex4EBAj0WHXDKZMEJaaF,19,3,2017,1073621
35QZaWQRkmnAVqBF1TLCxQ,19,3,2017,1050643
0FuTx2s3YH1ppmtiM6l0zI,19,3,2017,1042181
3AEZUABDXNtecAOSC1qTfo,19,3,2017,1038296
2Ce5IyMlVRVvN997ZJjJJA,19,3,2017,1030947
6De0lHrwBfPfrhorm9q1Xl,19,3,2017,1024203
152lZdxL1OR0ZMW6KquMif,19,3,2017,999324
5MFzQMkrl1FOOng9tq6R9r,19,3,2017,959150
2dfHh7ECGxfNqZTQno09Vk,19,3,2017,953213
7KOlJ92bu51cltsD9KU5I7,19,3,2017,933166
7oolFzHipTMg2nL7shhdz2,19,3,2017,908871
0Zx8khUcEfCFK2AEoIhC92,19,3,2017,905400
1qOLh0tI7trd1zdDKxYZTe,19,3,2017,905115
2aksifNn5ph8igDOkPBA02,19,3,2017,901361
3QwBODjSEzelZyVjxPOHdq,19,3,2017,891381
6SznMYPQJHzr3IwsAHLId2,19,3,2017,844537
1FUViuNSldssMIawrOXF2i,19,3,2017,810717
6TIU9Ehmi6dMzZK73Ym4yj,19,3,2017,805392
04DwTuZ2VBdJCCC5TROn7L,19,3,2017,794062
1PSBzsahR2AKwLJgx8ehBj,19,3,2017,787948
6DNtNfH8hXkqOX1sjqmI7p,19,3,2017,784312
7mldq42yDuxiUNn08nvzHO,19,3,2017,780922
0hNduWmlWmEmuwEFcYvRu1,19,3,2017,780237
6mapJIPnQ23RTAevUoE0DL,19,3,2017,779245
1a5Yu5L18qNxVhXx38njON,19,3,2017,768419
4okba5wu9mMLXx79DXLKi3,19,3,2017,765249
7qiZfU4dY1lWllzX7mPBI3,20,3,2017,6990435
7hDc8b7IXETo14hHIHdnhd,20,3,2017,5355750
2bjwRfXMk4uRgOD9IBYl9h,20,3,2017,3986739
3eR23VReFzcdmS7TYCrhCe,20,3,2017,3911503
